#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
hsa05130	47	61	10	943	1.05	37	18148	0.2	ACTG1,CLDN1,ELK1,FOXC1,FOXL1,MZF1,NCK2,TUBB,WASL,YWHAZ	ENSG00000010810,ENSG00000015285,ENSG00000039068,ENSG00000067560,ENSG00000067900,ENSG00000070831,ENSG00000075624,ENSG00000075886,ENSG00000097007,ENSG00000101162,ENSG00000104833,ENSG00000111057,ENSG00000115053,ENSG00000116584,ENSG00000127589,ENSG00000127824,ENSG00000130429,ENSG00000134308,ENSG00000134318,ENSG00000136950,ENSG00000137285,ENSG00000150093,ENSG00000152086,ENSG00000154229,ENSG00000154589,ENSG00000158092,ENSG00000163466,ENSG00000167553,ENSG00000168036,ENSG00000170458,ENSG00000176014,ENSG00000178462,ENSG00000180353,ENSG00000183785,ENSG00000187554,ENSG00000198033,ENSG00000198211	1.6489165385E0	8.60741E-5	2.78306E-3
hsa00010	52	60	10	943	1.05	42	18143	0.23	AKR1A1,ALDOC,DLD,FOXC1,FOXL1,LDHB,MZF1,PDHA1,PGAM1,PGAM4	ENSG00000006534,ENSG00000067057,ENSG00000067225,ENSG00000074800,ENSG00000079739,ENSG00000102144,ENSG00000105220,ENSG00000106633,ENSG00000108602,ENSG00000111275,ENSG00000111640,ENSG00000111669,ENSG00000111674,ENSG00000124253,ENSG00000130957,ENSG00000131069,ENSG00000131482,ENSG00000132746,ENSG00000134333,ENSG00000137124,ENSG00000143627,ENSG00000143891,ENSG00000149925,ENSG00000152254,ENSG00000154930,ENSG00000156515,ENSG00000159399,ENSG00000160883,ENSG00000163114,ENSG00000164708,ENSG00000164904,ENSG00000165140,ENSG00000166800,ENSG00000168291,ENSG00000169299,ENSG00000171989,ENSG00000172331,ENSG00000172955,ENSG00000187758,ENSG00000196616,ENSG00000197894,ENSG00000198099	1.5218892824E0	2.09858E-4	3.7424E-3
hsa04012	58	88	12	941	1.26	46	18139	0.25	AKT2,AREG,ELK1,FOXC1,FOXL1,HRAS,MTOR,MZF1,NCK2,NRAS,PAK1,SHC1	ENSG00000002330,ENSG00000051382,ENSG00000058404,ENSG00000065559,ENSG00000076984,ENSG00000077264,ENSG00000078061,ENSG00000097007,ENSG00000099942,ENSG00000100485,ENSG00000101349,ENSG00000102882,ENSG00000109339,ENSG00000111276,ENSG00000113070,ENSG00000117461,ENSG00000121879,ENSG00000124181,ENSG00000124762,ENSG00000124882,ENSG00000126934,ENSG00000129946,ENSG00000130669,ENSG00000133703,ENSG00000137843,ENSG00000138798,ENSG00000141506,ENSG00000141736,ENSG00000142208,ENSG00000142273,ENSG00000143322,ENSG00000145349,ENSG00000146648,ENSG00000148082,ENSG00000154229,ENSG00000157168,ENSG00000158092,ENSG00000169398,ENSG00000171608,ENSG00000173757,ENSG00000174808,ENSG00000175634,ENSG00000178568,ENSG00000180370,ENSG00000187840,ENSG00000197122	1.6151417091E0	2.31733E-5	1.1239E-3
hsa04062	134	187	19	934	1.99	115	18070	0.63	AKT2,CCL13,CCL22,CCL3,CCL8,CCR7,CHUK,CXCL1,ELK1,FOXC1,FOXL1,GSK3A,HRAS,MZF1,NRAS,PAK1,SHC1,STAT2,WASL	ENSG00000000938,ENSG00000006074,ENSG00000006210,ENSG00000015285,ENSG00000051382,ENSG00000067560,ENSG00000067606,ENSG00000067900,ENSG00000068831,ENSG00000069966,ENSG00000070831,ENSG00000073009,ENSG00000078295,ENSG00000078369,ENSG00000081041,ENSG00000089159,ENSG00000096968,ENSG00000099942,ENSG00000100077,ENSG00000100485,ENSG00000101333,ENSG00000102882,ENSG00000103653,ENSG00000104365,ENSG00000104825,ENSG00000105639,ENSG00000107562,ENSG00000108688,ENSG00000108691,ENSG00000109272,ENSG00000111664,ENSG00000113263,ENSG00000114124,ENSG00000114353,ENSG00000114450,ENSG00000116473,ENSG00000117461,ENSG00000118689,ENSG00000120899,ENSG00000121807,ENSG00000121879,ENSG00000121966,ENSG00000124875,ENSG00000125388,ENSG00000127314,ENSG00000127928,ENSG00000127955,ENSG00000128340,ENSG00000129277,ENSG00000129946,ENSG00000131142,ENSG00000133703,ENSG00000134215,ENSG00000134318,ENSG00000136238,ENSG00000137077,ENSG00000137486,ENSG00000137841,ENSG00000138031,ENSG00000141480,ENSG00000141506,ENSG00000141968,ENSG00000142208,ENSG00000143184,ENSG00000143185,ENSG00000148082,ENSG00000149782,ENSG00000151882,ENSG00000155897,ENSG00000156234,ENSG00000160293,ENSG00000160683,ENSG00000160791,ENSG00000161570,ENSG00000161573,ENSG00000161574,ENSG00000161921,ENSG00000162104,ENSG00000163464,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000163823,ENSG00000163932,ENSG00000164742,ENSG00000165059,ENSG00000165178,ENSG00000167236,ENSG00000168243,ENSG00000168329,ENSG00000169248,ENSG00000169398,ENSG00000169429,ENSG00000171608,ENSG00000172156,ENSG00000172380,ENSG00000172724,ENSG00000173039,ENSG00000173578,ENSG00000173585,ENSG00000173757,ENSG00000174021,ENSG00000174233,ENSG00000176533,ENSG00000182621,ENSG00000183943,ENSG00000186469,ENSG00000186810,ENSG00000197262,ENSG00000205020,ENSG00000205021,ENSG00000213494,ENSG00000213927,ENSG00000242616	1.1620387962E0	3.63447E-5	1.41017E-3
hsa05220	51	75	10	943	1.05	41	18144	0.23	AKT2,BCR,CHUK,CTBP1,FOXC1,FOXL1,HRAS,MZF1,NRAS,SHC1	ENSG00000002330,ENSG00000007968,ENSG00000033327,ENSG00000051382,ENSG00000073009,ENSG00000078061,ENSG00000085276,ENSG00000092969,ENSG00000097007,ENSG00000099942,ENSG00000100485,ENSG00000102882,ENSG00000104365,ENSG00000106799,ENSG00000111276,ENSG00000112242,ENSG00000116478,ENSG00000117461,ENSG00000119699,ENSG00000121879,ENSG00000124762,ENSG00000126934,ENSG00000129946,ENSG00000133703,ENSG00000135446,ENSG00000135503,ENSG00000135679,ENSG00000141506,ENSG00000141510,ENSG00000142208,ENSG00000142273,ENSG00000147889,ENSG00000148082,ENSG00000166949,ENSG00000171552,ENSG00000171608,ENSG00000173039,ENSG00000173757,ENSG00000175029,ENSG00000179295,ENSG00000244102	1.5460419502E0	1.77317E-4	3.7424E-3
hsa05221	37	55	11	942	1.15	26	18159	0.14	AKT2,CHUK,ELK1,FOXC1,FOXL1,HRAS,MTOR,MZF1,NRAS,PIM1,PML	ENSG00000002330,ENSG00000051382,ENSG00000073009,ENSG00000078061,ENSG00000079102,ENSG00000081059,ENSG00000100485,ENSG00000102096,ENSG00000102882,ENSG00000104365,ENSG00000109906,ENSG00000112033,ENSG00000117461,ENSG00000121879,ENSG00000122025,ENSG00000126934,ENSG00000131759,ENSG00000133703,ENSG00000141506,ENSG00000142208,ENSG00000157404,ENSG00000171608,ENSG00000173039,ENSG00000173757,ENSG00000175634,ENSG00000187840	2.0987150448E0	1.14178E-6	2.21505E-4
hsa04120	101	131	15	938	1.57	86	18099	0.47	BIRC6,CDC16,ELK1,FOXC1,FOXL1,MAP3K1,MZF1,PML,PPIL2,RNF7,SMURF2,UBE2M,UBE2R2,UBE2Z,XIAP	ENSG00000009335,ENSG00000012048,ENSG00000023445,ENSG00000033178,ENSG00000033800,ENSG00000036257,ENSG00000044090,ENSG00000049167,ENSG00000049759,ENSG00000053900,ENSG00000055130,ENSG00000069869,ENSG00000072401,ENSG00000072803,ENSG00000077721,ENSG00000078043,ENSG00000078747,ENSG00000078967,ENSG00000079999,ENSG00000086758,ENSG00000094880,ENSG00000099804,ENSG00000100387,ENSG00000102069,ENSG00000102858,ENSG00000103266,ENSG00000103363,ENSG00000104343,ENSG00000105325,ENSG00000108094,ENSG00000108106,ENSG00000108395,ENSG00000109670,ENSG00000110107,ENSG00000110330,ENSG00000110344,ENSG00000114062,ENSG00000116661,ENSG00000119401,ENSG00000123124,ENSG00000126261,ENSG00000128731,ENSG00000129055,ENSG00000130985,ENSG00000132388,ENSG00000134574,ENSG00000135679,ENSG00000138641,ENSG00000140367,ENSG00000140543,ENSG00000141552,ENSG00000142230,ENSG00000142273,ENSG00000143207,ENSG00000145604,ENSG00000148634,ENSG00000151148,ENSG00000153107,ENSG00000153827,ENSG00000154582,ENSG00000158290,ENSG00000160087,ENSG00000160224,ENSG00000164162,ENSG00000167986,ENSG00000170035,ENSG00000170142,ENSG00000175063,ENSG00000175104,ENSG00000175931,ENSG00000176248,ENSG00000176386,ENSG00000177414,ENSG00000177889,ENSG00000182179,ENSG00000184182,ENSG00000184557,ENSG00000185019,ENSG00000185338,ENSG00000185345,ENSG00000185651,ENSG00000186591,ENSG00000196470,ENSG00000198373,ENSG00000198642,ENSG00000198742	1.213564923E0	1.38248E-4	3.35252E-3
hsa05216	26	34	7	946	0.73	19	18166	0.1	CCDC6,FOXC1,FOXL1,HRAS,MZF1,NRAS,TPR	ENSG00000039068,ENSG00000081059,ENSG00000102882,ENSG00000114354,ENSG00000125618,ENSG00000126934,ENSG00000132170,ENSG00000133703,ENSG00000138293,ENSG00000141510,ENSG00000143549,ENSG00000168036,ENSG00000198400,ENSG00000204231,ENSG00000206289,ENSG00000227322,ENSG00000228333,ENSG00000231321,ENSG00000235712	1.9565355949E0	2.12198E-4	3.7424E-3
hsa03040	126	152	19	934	1.99	107	18078	0.59	DDX46,ELK1,FOXC1,FOXL1,HNRNPA3,MZF1,NCBP2,PPIE,PRPF40A,RAB43,RBMX,SART1,SF3A3,SF3B1,SFRS1,SNRNP200,SNRNP27,THOC2,U2AF1	ENSG00000021776,ENSG00000051596,ENSG00000060688,ENSG00000063244,ENSG00000067596,ENSG00000076924,ENSG00000077312,ENSG00000079134,ENSG00000084463,ENSG00000085872,ENSG00000087365,ENSG00000092199,ENSG00000096401,ENSG00000099783,ENSG00000099995,ENSG00000100028,ENSG00000100138,ENSG00000100813,ENSG00000101343,ENSG00000102103,ENSG00000104852,ENSG00000104897,ENSG00000106245,ENSG00000106355,ENSG00000110107,ENSG00000111196,ENSG00000111786,ENSG00000112081,ENSG00000113649,ENSG00000115128,ENSG00000115875,ENSG00000116752,ENSG00000119707,ENSG00000119953,ENSG00000124193,ENSG00000124562,ENSG00000125743,ENSG00000125835,ENSG00000126803,ENSG00000128534,ENSG00000130332,ENSG00000130520,ENSG00000131795,ENSG00000131876,ENSG00000132792,ENSG00000134748,ENSG00000135486,ENSG00000136527,ENSG00000139343,ENSG00000139675,ENSG00000140829,ENSG00000141543,ENSG00000141759,ENSG00000143368,ENSG00000143977,ENSG00000146007,ENSG00000150316,ENSG00000160799,ENSG00000161547,ENSG00000162385,ENSG00000163714,ENSG00000164167,ENSG00000164609,ENSG00000165119,ENSG00000165630,ENSG00000167088,ENSG00000168883,ENSG00000169976,ENSG00000170860,ENSG00000172850,ENSG00000173110,ENSG00000182004,ENSG00000183684,ENSG00000188529,ENSG00000189091,ENSG00000198231,ENSG00000204388,ENSG00000204389,ENSG00000204390,ENSG00000204392,ENSG00000204560,ENSG00000212866,ENSG00000215328,ENSG00000215425,ENSG00000215699,ENSG00000224501,ENSG00000224979,ENSG00000225073,ENSG00000225859,ENSG00000225998,ENSG00000226171,ENSG00000229496,ENSG00000230624,ENSG00000231377,ENSG00000231502,ENSG00000231555,ENSG00000232804,ENSG00000233049,ENSG00000233418,ENSG00000233561,ENSG00000234258,ENSG00000234475,ENSG00000235439,ENSG00000235941,ENSG00000236826,ENSG00000237724,ENSG00000242466	1.2345847148E0	1.50181E-5	9.71173E-4
hsa03050	34	55	10	943	1.05	24	18161	0.13	ELK1,FOXC1,FOXL1,MZF1,PSMB5,PSMB8,PSMB9,PSMD13,PSME3,PSMF1	ENSG00000013275,ENSG00000092010,ENSG00000099341,ENSG00000100567,ENSG00000100764,ENSG00000100902,ENSG00000100911,ENSG00000101182,ENSG00000103035,ENSG00000108294,ENSG00000108344,ENSG00000127922,ENSG00000129084,ENSG00000142507,ENSG00000143106,ENSG00000154611,ENSG00000159352,ENSG00000161057,ENSG00000163636,ENSG00000165916,ENSG00000173692,ENSG00000175166,ENSG00000205220,ENSG00000222028	2.0824966967E0	3.92843E-6	3.81058E-4
