#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
hsa05110	51	60	9	944	0.94	42	18143	0.23	ACTG1,ATP6V0E2,ATP6V1C1,ATP6V1G1,ELK1,FOXC1,FOXL1,MZF1,TJP2	ENSG00000001626,ENSG00000033627,ENSG00000047249,ENSG00000053918,ENSG00000064651,ENSG00000065665,ENSG00000071553,ENSG00000075624,ENSG00000087460,ENSG00000105438,ENSG00000105929,ENSG00000106803,ENSG00000110719,ENSG00000113732,ENSG00000116039,ENSG00000117410,ENSG00000124181,ENSG00000128524,ENSG00000132432,ENSG00000136240,ENSG00000138031,ENSG00000143882,ENSG00000147416,ENSG00000147614,ENSG00000151418,ENSG00000154229,ENSG00000159720,ENSG00000162104,ENSG00000165059,ENSG00000171142,ENSG00000183943,ENSG00000185344,ENSG00000185883,ENSG00000197930,ENSG00000198788,ENSG00000206445,ENSG00000213760,ENSG00000226850,ENSG00000227587,ENSG00000230900,ENSG00000234668,ENSG00000234920	1.4154688833E0	8.35279E-4	9.00245E-3
hsa05130	47	61	10	943	1.05	37	18148	0.2	ACTG1,CLDN1,ELK1,FOXC1,FOXL1,MZF1,NCK2,TUBB,WASL,YWHAZ	ENSG00000010810,ENSG00000015285,ENSG00000039068,ENSG00000067560,ENSG00000067900,ENSG00000070831,ENSG00000075624,ENSG00000075886,ENSG00000097007,ENSG00000101162,ENSG00000104833,ENSG00000111057,ENSG00000115053,ENSG00000116584,ENSG00000127589,ENSG00000127824,ENSG00000130429,ENSG00000134308,ENSG00000134318,ENSG00000136950,ENSG00000137285,ENSG00000150093,ENSG00000152086,ENSG00000154229,ENSG00000154589,ENSG00000158092,ENSG00000163466,ENSG00000167553,ENSG00000168036,ENSG00000170458,ENSG00000176014,ENSG00000178462,ENSG00000180353,ENSG00000183785,ENSG00000187554,ENSG00000198033,ENSG00000198211	1.6489165385E0	8.60741E-5	2.78306E-3
hsa00010	52	60	10	943	1.05	42	18143	0.23	AKR1A1,ALDOC,DLD,FOXC1,FOXL1,LDHB,MZF1,PDHA1,PGAM1,PGAM4	ENSG00000006534,ENSG00000067057,ENSG00000067225,ENSG00000074800,ENSG00000079739,ENSG00000102144,ENSG00000105220,ENSG00000106633,ENSG00000108602,ENSG00000111275,ENSG00000111640,ENSG00000111669,ENSG00000111674,ENSG00000124253,ENSG00000130957,ENSG00000131069,ENSG00000131482,ENSG00000132746,ENSG00000134333,ENSG00000137124,ENSG00000143627,ENSG00000143891,ENSG00000149925,ENSG00000152254,ENSG00000154930,ENSG00000156515,ENSG00000159399,ENSG00000160883,ENSG00000163114,ENSG00000164708,ENSG00000164904,ENSG00000165140,ENSG00000166800,ENSG00000168291,ENSG00000169299,ENSG00000171989,ENSG00000172331,ENSG00000172955,ENSG00000187758,ENSG00000196616,ENSG00000197894,ENSG00000198099	1.5218892824E0	2.09858E-4	3.7424E-3
hsa04012	58	88	12	941	1.26	46	18139	0.25	AKT2,AREG,ELK1,FOXC1,FOXL1,HRAS,MTOR,MZF1,NCK2,NRAS,PAK1,SHC1	ENSG00000002330,ENSG00000051382,ENSG00000058404,ENSG00000065559,ENSG00000076984,ENSG00000077264,ENSG00000078061,ENSG00000097007,ENSG00000099942,ENSG00000100485,ENSG00000101349,ENSG00000102882,ENSG00000109339,ENSG00000111276,ENSG00000113070,ENSG00000117461,ENSG00000121879,ENSG00000124181,ENSG00000124762,ENSG00000124882,ENSG00000126934,ENSG00000129946,ENSG00000130669,ENSG00000133703,ENSG00000137843,ENSG00000138798,ENSG00000141506,ENSG00000141736,ENSG00000142208,ENSG00000142273,ENSG00000143322,ENSG00000145349,ENSG00000146648,ENSG00000148082,ENSG00000154229,ENSG00000157168,ENSG00000158092,ENSG00000169398,ENSG00000171608,ENSG00000173757,ENSG00000174808,ENSG00000175634,ENSG00000178568,ENSG00000180370,ENSG00000187840,ENSG00000197122	1.6151417091E0	2.31733E-5	1.1239E-3
hsa04062	134	187	19	934	1.99	115	18070	0.63	AKT2,CCL13,CCL22,CCL3,CCL8,CCR7,CHUK,CXCL1,ELK1,FOXC1,FOXL1,GSK3A,HRAS,MZF1,NRAS,PAK1,SHC1,STAT2,WASL	ENSG00000000938,ENSG00000006074,ENSG00000006210,ENSG00000015285,ENSG00000051382,ENSG00000067560,ENSG00000067606,ENSG00000067900,ENSG00000068831,ENSG00000069966,ENSG00000070831,ENSG00000073009,ENSG00000078295,ENSG00000078369,ENSG00000081041,ENSG00000089159,ENSG00000096968,ENSG00000099942,ENSG00000100077,ENSG00000100485,ENSG00000101333,ENSG00000102882,ENSG00000103653,ENSG00000104365,ENSG00000104825,ENSG00000105639,ENSG00000107562,ENSG00000108688,ENSG00000108691,ENSG00000109272,ENSG00000111664,ENSG00000113263,ENSG00000114124,ENSG00000114353,ENSG00000114450,ENSG00000116473,ENSG00000117461,ENSG00000118689,ENSG00000120899,ENSG00000121807,ENSG00000121879,ENSG00000121966,ENSG00000124875,ENSG00000125388,ENSG00000127314,ENSG00000127928,ENSG00000127955,ENSG00000128340,ENSG00000129277,ENSG00000129946,ENSG00000131142,ENSG00000133703,ENSG00000134215,ENSG00000134318,ENSG00000136238,ENSG00000137077,ENSG00000137486,ENSG00000137841,ENSG00000138031,ENSG00000141480,ENSG00000141506,ENSG00000141968,ENSG00000142208,ENSG00000143184,ENSG00000143185,ENSG00000148082,ENSG00000149782,ENSG00000151882,ENSG00000155897,ENSG00000156234,ENSG00000160293,ENSG00000160683,ENSG00000160791,ENSG00000161570,ENSG00000161573,ENSG00000161574,ENSG00000161921,ENSG00000162104,ENSG00000163464,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000163823,ENSG00000163932,ENSG00000164742,ENSG00000165059,ENSG00000165178,ENSG00000167236,ENSG00000168243,ENSG00000168329,ENSG00000169248,ENSG00000169398,ENSG00000169429,ENSG00000171608,ENSG00000172156,ENSG00000172380,ENSG00000172724,ENSG00000173039,ENSG00000173578,ENSG00000173585,ENSG00000173757,ENSG00000174021,ENSG00000174233,ENSG00000176533,ENSG00000182621,ENSG00000183943,ENSG00000186469,ENSG00000186810,ENSG00000197262,ENSG00000205020,ENSG00000205021,ENSG00000213494,ENSG00000213927,ENSG00000242616	1.1620387962E0	3.63447E-5	1.41017E-3
hsa05220	51	75	10	943	1.05	41	18144	0.23	AKT2,BCR,CHUK,CTBP1,FOXC1,FOXL1,HRAS,MZF1,NRAS,SHC1	ENSG00000002330,ENSG00000007968,ENSG00000033327,ENSG00000051382,ENSG00000073009,ENSG00000078061,ENSG00000085276,ENSG00000092969,ENSG00000097007,ENSG00000099942,ENSG00000100485,ENSG00000102882,ENSG00000104365,ENSG00000106799,ENSG00000111276,ENSG00000112242,ENSG00000116478,ENSG00000117461,ENSG00000119699,ENSG00000121879,ENSG00000124762,ENSG00000126934,ENSG00000129946,ENSG00000133703,ENSG00000135446,ENSG00000135503,ENSG00000135679,ENSG00000141506,ENSG00000141510,ENSG00000142208,ENSG00000142273,ENSG00000147889,ENSG00000148082,ENSG00000166949,ENSG00000171552,ENSG00000171608,ENSG00000173039,ENSG00000173757,ENSG00000175029,ENSG00000179295,ENSG00000244102	1.5460419502E0	1.77317E-4	3.7424E-3
hsa05221	37	55	11	942	1.15	26	18159	0.14	AKT2,CHUK,ELK1,FOXC1,FOXL1,HRAS,MTOR,MZF1,NRAS,PIM1,PML	ENSG00000002330,ENSG00000051382,ENSG00000073009,ENSG00000078061,ENSG00000079102,ENSG00000081059,ENSG00000100485,ENSG00000102096,ENSG00000102882,ENSG00000104365,ENSG00000109906,ENSG00000112033,ENSG00000117461,ENSG00000121879,ENSG00000122025,ENSG00000126934,ENSG00000131759,ENSG00000133703,ENSG00000141506,ENSG00000142208,ENSG00000157404,ENSG00000171608,ENSG00000173039,ENSG00000173757,ENSG00000175634,ENSG00000187840	2.0987150448E0	1.14178E-6	2.21505E-4
hsa00190	111	134	15	938	1.57	96	18089	0.53	ATP5B,ATP5F1,ATP5J,ATP6V0E2,ATP6V1C1,ATP6V1G1,COX10,COX7C,ELK1,FOXC1,FOXL1,LHPP,MZF1,NDUFA6,UQCRQ	ENSG00000004779,ENSG00000014919,ENSG00000023228,ENSG00000033627,ENSG00000047249,ENSG00000065518,ENSG00000071553,ENSG00000073578,ENSG00000090266,ENSG00000099624,ENSG00000105675,ENSG00000105929,ENSG00000109390,ENSG00000110717,ENSG00000110719,ENSG00000111775,ENSG00000112695,ENSG00000113732,ENSG00000115286,ENSG00000115944,ENSG00000116039,ENSG00000117118,ENSG00000117410,ENSG00000119013,ENSG00000124172,ENSG00000126267,ENSG00000127540,ENSG00000128524,ENSG00000128609,ENSG00000130414,ENSG00000131055,ENSG00000131174,ENSG00000131495,ENSG00000135390,ENSG00000135940,ENSG00000139180,ENSG00000140740,ENSG00000140990,ENSG00000143882,ENSG00000145494,ENSG00000147416,ENSG00000147614,ENSG00000147684,ENSG00000151366,ENSG00000151418,ENSG00000152234,ENSG00000156467,ENSG00000159199,ENSG00000159720,ENSG00000160194,ENSG00000161281,ENSG00000164258,ENSG00000164919,ENSG00000165264,ENSG00000165629,ENSG00000166260,ENSG00000167283,ENSG00000167774,ENSG00000167863,ENSG00000168653,ENSG00000169020,ENSG00000170906,ENSG00000171142,ENSG00000173660,ENSG00000174886,ENSG00000176340,ENSG00000178127,ENSG00000178741,ENSG00000179091,ENSG00000183648,ENSG00000184076,ENSG00000185344,ENSG00000185883,ENSG00000186009,ENSG00000187581,ENSG00000189043,ENSG00000198763,ENSG00000198786,ENSG00000198804,ENSG00000198886,ENSG00000198888,ENSG00000198899,ENSG00000198938,ENSG00000204370,ENSG00000206445,ENSG00000212907,ENSG00000213760,ENSG00000226850,ENSG00000227587,ENSG00000228253,ENSG00000230900,ENSG00000234668,ENSG00000234920,ENSG00000241468,ENSG00000241837,ENSG00000244442	1.1030113583E0	3.97874E-4	6.43229E-3
hsa00534	23	26	6	947	0.63	17	18168	0.09	B3GALT6,ELK1,FOXC1,HS2ST1,HS6ST1,MZF1	ENSG00000002587,ENSG00000012232,ENSG00000015532,ENSG00000027847,ENSG00000070614,ENSG00000109956,ENSG00000112309,ENSG00000122254,ENSG00000125430,ENSG00000138604,ENSG00000138653,ENSG00000153976,ENSG00000158008,ENSG00000164100,ENSG00000171004,ENSG00000175818,ENSG00000185352	1.9126641158E0	7.296E-4	8.32603E-3
hsa00533	15	16	5	948	0.52	10	18175	0.05	B3GNT7,CHST2,FOXC1,FOXL1,MZF1	ENSG00000008513,ENSG00000033170,ENSG00000086062,ENSG00000117411,ENSG00000126091,ENSG00000140835,ENSG00000158850,ENSG00000170340,ENSG00000174684,ENSG00000183196	2.2603006196E0	5.98543E-4	8.27325E-3
