#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
h_cftrPathway	11	10	4	987	0.4	7	22449	0.03	ADRB2,EZR,HOXA5,PRKAR1A	ENSG00000001626,ENSG00000005249,ENSG00000114302,ENSG00000142875,ENSG00000164742,ENSG00000165059,ENSG00000188191	2.5647155214E0	8.24586E-4	3.2041E-2
h_edg1Pathway	22	22	5	986	0.5	17	22439	0.08	ASAH1,MAPK3,PRKCB,RHOA,SMPD1	ENSG00000056345,ENSG00000100030,ENSG00000105851,ENSG00000121879,ENSG00000134853,ENSG00000135587,ENSG00000136238,ENSG00000138448,ENSG00000142208,ENSG00000145675,ENSG00000153820,ENSG00000154229,ENSG00000164742,ENSG00000170989,ENSG00000182621,ENSG00000197461,ENSG00000225134	1.9011240091E0	1.92775E-3	4.7668E-2
h_mCalpainPathway	16	15	5	986	0.5	11	22445	0.05	CAPN2,EZR,HOXA5,PRKAR1A,TLN1	ENSG00000005249,ENSG00000014216,ENSG00000114302,ENSG00000138798,ENSG00000142875,ENSG00000143632,ENSG00000146648,ENSG00000150093,ENSG00000165059,ENSG00000186810,ENSG00000188191	2.3367094362E0	3.94864E-4	2.68507E-2
h_pparaPathway	53	52	8	983	0.81	45	22411	0.2	CITED2,DUSP1,HOXA5,JUN,LPL,MAPK3,PRKAR1A,PRKCB	ENSG00000005249,ENSG00000005339,ENSG00000007171,ENSG00000025434,ENSG00000065833,ENSG00000073756,ENSG00000080824,ENSG00000084676,ENSG00000100030,ENSG00000100393,ENSG00000105851,ENSG00000109819,ENSG00000113790,ENSG00000114302,ENSG00000118137,ENSG00000121879,ENSG00000125686,ENSG00000126561,ENSG00000128951,ENSG00000131910,ENSG00000136997,ENSG00000139687,ENSG00000141027,ENSG00000142875,ENSG00000145675,ENSG00000154229,ENSG00000161533,ENSG00000165059,ENSG00000175745,ENSG00000180530,ENSG00000185591,ENSG00000186951,ENSG00000188191,ENSG00000196498,ENSG00000197461,ENSG00000204490,ENSG00000206439,ENSG00000213523,ENSG00000223952,ENSG00000225134,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000231555,ENSG00000232810	1.3994771205E0	1.61969E-3	4.54116E-2
h_dspPathway	9	9	4	987	0.4	5	22451	0.02	DUSP1,DUSP6,DUSP8,MAPK3	ENSG00000107643,ENSG00000112062,ENSG00000120875,ENSG00000130829,ENSG00000158050	2.9012768449E0	3.36986E-4	2.68507E-2
h_Par1Pathway	18	18	5	986	0.5	13	22443	0.06	F2RL3,GNAQ,PRKCB,RHOA,ROCK1	ENSG00000077157,ENSG00000105851,ENSG00000120063,ENSG00000120899,ENSG00000121879,ENSG00000145675,ENSG00000146535,ENSG00000154229,ENSG00000164742,ENSG00000180210,ENSG00000181104,ENSG00000182621,ENSG00000225134	2.1695662409E0	7.21824E-4	3.2041E-2
h_Ccr5Pathway	13	13	4	987	0.4	9	22447	0.04	FOS,GNAQ,JUN,PRKCB	ENSG00000107643,ENSG00000112062,ENSG00000120899,ENSG00000121966,ENSG00000124181,ENSG00000154229,ENSG00000160014,ENSG00000160791,ENSG00000198668	2.3133119983E0	1.66955E-3	4.54116E-2
h_dreampathway	13	12	5	986	0.5	8	22448	0.04	FOS,HOXA5,JUN,MAPK3,PRKAR1A	ENSG00000005249,ENSG00000082556,ENSG00000114302,ENSG00000115041,ENSG00000118260,ENSG00000142875,ENSG00000165059,ENSG00000188191	2.6552968185E0	1.29357E-4	1.75926E-2
h_gpcrPathway	26	25	8	983	0.81	18	22438	0.08	FOS,GNAQ,HOXA5,JUN,MAPK3,PRKAR1A,PRKCB,RPS6KA3	ENSG00000005249,ENSG00000100968,ENSG00000101096,ENSG00000114302,ENSG00000118260,ENSG00000120910,ENSG00000124181,ENSG00000131196,ENSG00000132155,ENSG00000138814,ENSG00000142875,ENSG00000154229,ENSG00000160014,ENSG00000164742,ENSG00000165059,ENSG00000169032,ENSG00000188191,ENSG00000198668	2.3169718927E0	7.83547E-6	2.13125E-3
h_keratinocytePathway	41	42	7	984	0.71	34	22422	0.15	FOS,JUN,MAP2K3,MAPK3,PRKCB,PRKCD,PRKCE	ENSG00000006062,ENSG00000026103,ENSG00000027075,ENSG00000028137,ENSG00000065559,ENSG00000065675,ENSG00000067182,ENSG00000076984,ENSG00000095015,ENSG00000100030,ENSG00000107643,ENSG00000109320,ENSG00000112062,ENSG00000117560,ENSG00000122592,ENSG00000126583,ENSG00000127191,ENSG00000132155,ENSG00000134954,ENSG00000138798,ENSG00000146648,ENSG00000154229,ENSG00000157557,ENSG00000169032,ENSG00000171791,ENSG00000185591,ENSG00000197442,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.5457216261E0	1.50661E-3	4.54116E-2
h_tollPathway	18	18	5	986	0.5	13	22443	0.06	FOS,JUN,MAP2K3,MYD88,TLR7	ENSG00000006062,ENSG00000008438,ENSG00000055332,ENSG00000065559,ENSG00000073009,ENSG00000095015,ENSG00000100324,ENSG00000107643,ENSG00000109320,ENSG00000112062,ENSG00000164342,ENSG00000175104,ENSG00000186951	2.1695662409E0	7.21824E-4	3.2041E-2
